"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"GRC","LF","MEN","THND_PER","Q","2005-Q3",2912.046,
"GRC","LF","MEN","THND_PER","Q","2005-Q4",2921.312,
"GRC","LF","MEN","THND_PER","Q","2006-Q1",2928.864,
"GRC","LF","MEN","THND_PER","Q","2006-Q2",2927.068,
"GRC","LF","MEN","THND_PER","Q","2006-Q3",2928.493,
"GRC","LF","MEN","THND_PER","Q","2006-Q4",2931.575,
"GRC","LF","MEN","THND_PER","Q","2007-Q1",2924.605,
"GRC","LF","MEN","THND_PER","Q","2007-Q2",2925.356,
"GRC","LF","MEN","THND_PER","Q","2007-Q3",2938.053,
"GRC","LF","MEN","THND_PER","Q","2007-Q4",2935.686,
"GRC","LF","MEN","THND_PER","Q","2008-Q1",2945.115,
"GRC","LF","MEN","THND_PER","Q","2008-Q2",2944.73,
"GRC","LF","MEN","THND_PER","Q","2008-Q3",2930.751,
"GRC","LF","MEN","THND_PER","Q","2008-Q4",2928.704,
"GRC","LF","MEN","THND_PER","Q","2009-Q1",2931.474,
"GRC","LF","MEN","THND_PER","Q","2009-Q2",2928.272,
"GRC","LF","MEN","THND_PER","Q","2009-Q3",2927.287,
"GRC","LF","MEN","THND_PER","Q","2009-Q4",2917.667,
"GRC","LF","MEN","THND_PER","Q","2010-Q1",2917.82,
"GRC","LF","MEN","THND_PER","Q","2010-Q2",2896.705,
"GRC","LF","MEN","THND_PER","Q","2010-Q3",2880.266,
"GRC","LF","MEN","THND_PER","Q","2010-Q4",2867.709,
"GRC","LF","MEN","THND_PER","Q","2011-Q1",2843.968,
"GRC","LF","MEN","THND_PER","Q","2011-Q2",2826.244,
"GRC","LF","MEN","THND_PER","Q","2011-Q3",2807.097,
"GRC","LF","MEN","THND_PER","Q","2011-Q4",2786.691,
"GRC","LF","MEN","THND_PER","Q","2012-Q1",2778.141,
"GRC","LF","MEN","THND_PER","Q","2012-Q2",2765.019,
"GRC","LF","MEN","THND_PER","Q","2012-Q3",2756.706,
"GRC","LF","MEN","THND_PER","Q","2012-Q4",2753.935,
"GRC","LF","MEN","THND_PER","Q","2013-Q1",2740.849,
"GRC","LF","MEN","THND_PER","Q","2013-Q2",2741.507,
"GRC","LF","MEN","THND_PER","Q","2013-Q3",2733.138,
"GRC","LF","MEN","THND_PER","Q","2013-Q4",2722.606,
"GRC","LF","MEN","THND_PER","Q","2014-Q1",2716.217,
"GRC","LF","MEN","THND_PER","Q","2014-Q2",2696.229,
"GRC","LF","MEN","THND_PER","Q","2014-Q3",2684.335,
"GRC","LF","MEN","THND_PER","Q","2014-Q4",2667.418,
"GRC","LF","MEN","THND_PER","Q","2015-Q1",2662.585,
"GRC","LF","MEN","THND_PER","Q","2015-Q2",2662.932,
"GRC","LF","MEN","THND_PER","Q","2015-Q3",2664.938,
"GRC","LF","MEN","THND_PER","Q","2015-Q4",2670.345,
"GRC","LF","MEN","THND_PER","Q","2016-Q1",2664.493,
"GRC","LF","MEN","THND_PER","Q","2016-Q2",2660.654,
"GRC","LF","MEN","THND_PER","Q","2016-Q3",2653.783,
"GRC","LF","MEN","THND_PER","Q","2016-Q4",2648.369,
"GRC","LF","MEN","THND_PER","Q","2017-Q1",2652.828,
"GRC","LF","MEN","THND_PER","Q","2017-Q2",2654.698,
"GRC","LF","MEN","THND_PER","Q","2017-Q3",2657.491,
"GRC","LF","MEN","THND_PER","Q","2017-Q4",2649.082,
"GRC","LF","MEN","THND_PER","Q","2018-Q1",2647.905,
"GRC","LF","MEN","THND_PER","Q","2018-Q2",2643.657,
"GRC","LF","MEN","THND_PER","Q","2018-Q3",2643.662,
"GRC","LF","MEN","THND_PER","Q","2018-Q4",2643.775,
"GRC","LF","MEN","THND_PER","Q","2019-Q1",2647.662,
"GRC","LF","MEN","THND_PER","Q","2019-Q2",2637.758,
"GRC","LF","MEN","THND_PER","Q","2019-Q3",2623.857,
"GRC","LF","MEN","THND_PER","Q","2019-Q4",2629.823,
"GRC","LF","MEN","THND_PER","Q","2020-Q1",2614.153,
"GRC","LF","MEN","THND_PER","Q","2020-Q2",2557.97,
"GRC","LF","MEN","THND_PER","Q","2020-Q3",2578.784,
"GRC","LF","MEN","THND_PER","Q","2020-Q4",2582.893,"B"
"GRC","LF","MEN","THND_PER","Q","2021-Q1",2538.596,
"GRC","LF","MEN","THND_PER","Q","2021-Q2",2561.609,
"USA","LF","MEN","THND_PER","A","1955",44475.33,
"USA","LF","MEN","THND_PER","A","1956",45091,
"USA","LF","MEN","THND_PER","A","1957",45194.42,
"USA","LF","MEN","THND_PER","A","1958",45520.67,
"USA","LF","MEN","THND_PER","A","1959",45885.33,
"USA","LF","MEN","THND_PER","A","1960",46387.83,
"USA","LF","MEN","THND_PER","A","1961",46653.08,
"USA","LF","MEN","THND_PER","A","1962",46600.25,
"USA","LF","MEN","THND_PER","A","1963",47128.83,
"USA","LF","MEN","THND_PER","A","1964",47678.08,
"USA","LF","MEN","THND_PER","A","1965",48254.25,
"USA","LF","MEN","THND_PER","A","1966",48471.75,
"USA","LF","MEN","THND_PER","A","1967",48986.25,
"USA","LF","MEN","THND_PER","A","1968",49532.83,
"USA","LF","MEN","THND_PER","A","1969",50220.75,
"USA","LF","MEN","THND_PER","A","1970",51227.92,
"USA","LF","MEN","THND_PER","A","1971",52180.08,
"USA","LF","MEN","THND_PER","A","1972",53555.33,
"USA","LF","MEN","THND_PER","A","1973",54625.17,
"USA","LF","MEN","THND_PER","A","1974",55739.58,
"USA","LF","MEN","THND_PER","A","1975",56299.75,
"USA","LF","MEN","THND_PER","A","1976",57174.75,
"USA","LF","MEN","THND_PER","A","1977",58395.92,
"USA","LF","MEN","THND_PER","A","1978",59620.83,
"USA","LF","MEN","THND_PER","A","1979",60727.67,
"USA","LF","MEN","THND_PER","A","1980",61453.25,
"USA","LF","MEN","THND_PER","A","1981",61974.08,
"USA","LF","MEN","THND_PER","A","1982",62449.58,
"USA","LF","MEN","THND_PER","A","1983",63046.75,
"USA","LF","MEN","THND_PER","A","1984",63834.67,
"USA","LF","MEN","THND_PER","A","1985",64411.17,
"USA","LF","MEN","THND_PER","A","1986",65421.58,
"USA","LF","MEN","THND_PER","A","1987",66207.16,
"USA","LF","MEN","THND_PER","A","1988",66927.34,
"USA","LF","MEN","THND_PER","A","1989",67823.16,
"USA","LF","MEN","THND_PER","A","1990",69010.59,
"USA","LF","MEN","THND_PER","A","1991",69168.34,
"USA","LF","MEN","THND_PER","A","1992",69963.75,
"USA","LF","MEN","THND_PER","A","1993",70404.34,
"USA","LF","MEN","THND_PER","A","1994",70816.5,
"USA","LF","MEN","THND_PER","A","1995",71360.34,
"USA","LF","MEN","THND_PER","A","1996",72086.5,
"USA","LF","MEN","THND_PER","A","1997",73261.25,
"USA","LF","MEN","THND_PER","A","1998",73958.91,
"USA","LF","MEN","THND_PER","A","1999",74512.16,
"USA","LF","MEN","THND_PER","A","2000",76279.59,
"USA","LF","MEN","THND_PER","A","2001",76885.59,
"USA","LF","MEN","THND_PER","A","2002",77499.59,
"USA","LF","MEN","THND_PER","A","2003",78237.91,
"USA","LF","MEN","THND_PER","A","2004",78979.75,
"USA","LF","MEN","THND_PER","A","2005",80032.5,
"USA","LF","MEN","THND_PER","A","2006",81255,
"USA","LF","MEN","THND_PER","A","2007",82136.34,
"USA","LF","MEN","THND_PER","A","2008",82519.59,
"USA","LF","MEN","THND_PER","A","2009",82123,
"USA","LF","MEN","THND_PER","A","2010",81984.75,
"USA","LF","MEN","THND_PER","A","2011",81974.59,
"USA","LF","MEN","THND_PER","A","2012",82326.91,
"USA","LF","MEN","THND_PER","A","2013",82666.75,
"USA","LF","MEN","THND_PER","A","2014",82882.34,
"USA","LF","MEN","THND_PER","A","2015",83620.41,
"USA","LF","MEN","THND_PER","A","2016",84754.75,
"USA","LF","MEN","THND_PER","A","2017",85145,
"USA","LF","MEN","THND_PER","A","2018",86096.5,
"USA","LF","MEN","THND_PER","A","2019",86686.84,
"USA","LF","MEN","THND_PER","A","2020",85204.09,
"AUT","LF","WOMEN","THND_PER","Q","1969-Q1",1190.624,
"AUT","LF","WOMEN","THND_PER","Q","1969-Q2",1171.094,
"AUT","LF","WOMEN","THND_PER","Q","1969-Q3",1185.906,
"AUT","LF","WOMEN","THND_PER","Q","1969-Q4",1167.372,
"AUT","LF","WOMEN","THND_PER","Q","1970-Q1",1163.084,
"AUT","LF","WOMEN","THND_PER","Q","1970-Q2",1178.441,
"AUT","LF","WOMEN","THND_PER","Q","1970-Q3",1172.749,
"AUT","LF","WOMEN","THND_PER","Q","1970-Q4",1177.167,
"AUT","LF","WOMEN","THND_PER","Q","1971-Q1",1169.531,
"AUT","LF","WOMEN","THND_PER","Q","1971-Q2",1179.239,
"AUT","LF","WOMEN","THND_PER","Q","1971-Q3",1164.797,
"AUT","LF","WOMEN","THND_PER","Q","1971-Q4",1175.887,
"AUT","LF","WOMEN","THND_PER","Q","1972-Q1",1171.448,
"AUT","LF","WOMEN","THND_PER","Q","1972-Q2",1167.378,
"AUT","LF","WOMEN","THND_PER","Q","1972-Q3",1181.939,
"AUT","LF","WOMEN","THND_PER","Q","1972-Q4",1182.232,
"AUT","LF","WOMEN","THND_PER","Q","1973-Q1",1186.289,
"AUT","LF","WOMEN","THND_PER","Q","1973-Q2",1177.677,
"AUT","LF","WOMEN","THND_PER","Q","1973-Q3",1177.006,
"AUT","LF","WOMEN","THND_PER","Q","1973-Q4",1164.746,
"AUT","LF","WOMEN","THND_PER","Q","1974-Q1",1170.4,
"AUT","LF","WOMEN","THND_PER","Q","1974-Q2",1208.876,
"AUT","LF","WOMEN","THND_PER","Q","1974-Q3",1188.831,
"AUT","LF","WOMEN","THND_PER","Q","1974-Q4",1173.73,
"AUT","LF","WOMEN","THND_PER","Q","1975-Q1",1167.599,
"AUT","LF","WOMEN","THND_PER","Q","1975-Q2",1150.679,
"AUT","LF","WOMEN","THND_PER","Q","1975-Q3",1144.332,
"AUT","LF","WOMEN","THND_PER","Q","1975-Q4",1157.847,
"AUT","LF","WOMEN","THND_PER","Q","1976-Q1",1150.812,
"AUT","LF","WOMEN","THND_PER","Q","1976-Q2",1160.278,
"AUT","LF","WOMEN","THND_PER","Q","1976-Q3",1147.507,
"AUT","LF","WOMEN","THND_PER","Q","1976-Q4",1158.493,
"AUT","LF","WOMEN","THND_PER","Q","1977-Q1",1164.782,
"AUT","LF","WOMEN","THND_PER","Q","1977-Q2",1166.447,
"AUT","LF","WOMEN","THND_PER","Q","1977-Q3",1174.612,
"AUT","LF","WOMEN","THND_PER","Q","1977-Q4",1169.63,
"AUT","LF","WOMEN","THND_PER","Q","1978-Q1",1184.678,
"AUT","LF","WOMEN","THND_PER","Q","1978-Q2",1185.115,
"AUT","LF","WOMEN","THND_PER","Q","1978-Q3",1214.843,
"AUT","LF","WOMEN","THND_PER","Q","1978-Q4",1203.641,
"AUT","LF","WOMEN","THND_PER","Q","1979-Q1",1194.73,
"AUT","LF","WOMEN","THND_PER","Q","1979-Q2",1212.659,
"AUT","LF","WOMEN","THND_PER","Q","1979-Q3",1219.331,
"AUT","LF","WOMEN","THND_PER","Q","1979-Q4",1222.704,
"AUT","LF","WOMEN","THND_PER","Q","1980-Q1",1222.614,
"AUT","LF","WOMEN","THND_PER","Q","1980-Q2",1225.198,
"AUT","LF","WOMEN","THND_PER","Q","1980-Q3",1192.998,
"AUT","LF","WOMEN","THND_PER","Q","1980-Q4",1208.502,
"AUT","LF","WOMEN","THND_PER","Q","1981-Q1",1216.769,
"AUT","LF","WOMEN","THND_PER","Q","1981-Q2",1235.846,
"AUT","LF","WOMEN","THND_PER","Q","1981-Q3",1236.337,
"AUT","LF","WOMEN","THND_PER","Q","1981-Q4",1242.157,
"AUT","LF","WOMEN","THND_PER","Q","1982-Q1",1278.124,
"AUT","LF","WOMEN","THND_PER","Q","1982-Q2",1259.627,
"AUT","LF","WOMEN","THND_PER","Q","1982-Q3",1285.949,
"AUT","LF","WOMEN","THND_PER","Q","1982-Q4",1285.38,
"AUT","LF","WOMEN","THND_PER","Q","1983-Q1",1282.372,
"AUT","LF","WOMEN","THND_PER","Q","1983-Q2",1288.666,
"AUT","LF","WOMEN","THND_PER","Q","1983-Q3",1274.147,
"AUT","LF","WOMEN","THND_PER","Q","1983-Q4",1265.375,
"AUT","LF","WOMEN","THND_PER","Q","1984-Q1",1327.562,
"AUT","LF","WOMEN","THND_PER","Q","1984-Q2",1328.439,
"AUT","LF","WOMEN","THND_PER","Q","1984-Q3",1337.533,
"AUT","LF","WOMEN","THND_PER","Q","1984-Q4",1341.574,
"AUT","LF","WOMEN","THND_PER","Q","1985-Q1",1323.571,
"AUT","LF","WOMEN","THND_PER","Q","1985-Q2",1334.551,
"AUT","LF","WOMEN","THND_PER","Q","1985-Q3",1314.108,
"AUT","LF","WOMEN","THND_PER","Q","1985-Q4",1323.665,
"AUT","LF","WOMEN","THND_PER","Q","1986-Q1",1336.317,
"AUT","LF","WOMEN","THND_PER","Q","1986-Q2",1339.609,
"AUT","LF","WOMEN","THND_PER","Q","1986-Q3",1348.14,
"AUT","LF","WOMEN","THND_PER","Q","1986-Q4",1345.709,
"AUT","LF","WOMEN","THND_PER","Q","1987-Q1",1366.567,
"AUT","LF","WOMEN","THND_PER","Q","1987-Q2",1367.743,
"AUT","LF","WOMEN","THND_PER","Q","1987-Q3",1386.382,
"AUT","LF","WOMEN","THND_PER","Q","1987-Q4",1380.761,
"AUT","LF","WOMEN","THND_PER","Q","1988-Q1",1391.227,
"AUT","LF","WOMEN","THND_PER","Q","1988-Q2",1379.118,
"AUT","LF","WOMEN","THND_PER","Q","1988-Q3",1388.573,
"AUT","LF","WOMEN","THND_PER","Q","1988-Q4",1401.489,
"AUT","LF","WOMEN","THND_PER","Q","1989-Q1",1392.943,
"AUT","LF","WOMEN","THND_PER","Q","1989-Q2",1403.87,
"AUT","LF","WOMEN","THND_PER","Q","1989-Q3",1411.365,
"AUT","LF","WOMEN","THND_PER","Q","1989-Q4",1413.372,
"AUT","LF","WOMEN","THND_PER","Q","1990-Q1",1431.436,
"AUT","LF","WOMEN","THND_PER","Q","1990-Q2",1435.669,
"AUT","LF","WOMEN","THND_PER","Q","1990-Q3",1451.636,
"AUT","LF","WOMEN","THND_PER","Q","1990-Q4",1463.051,
"AUT","LF","WOMEN","THND_PER","Q","1991-Q1",1464.063,
"AUT","LF","WOMEN","THND_PER","Q","1991-Q2",1473.11,
"AUT","LF","WOMEN","THND_PER","Q","1991-Q3",1477.989,
"AUT","LF","WOMEN","THND_PER","Q","1991-Q4",1498.657,
"AUT","LF","WOMEN","THND_PER","Q","1992-Q1",1513.504,
"AUT","LF","WOMEN","THND_PER","Q","1992-Q2",1539.132,
"AUT","LF","WOMEN","THND_PER","Q","1992-Q3",1543.725,
"AUT","LF","WOMEN","THND_PER","Q","1992-Q4",1534.429,
"AUT","LF","WOMEN","THND_PER","Q","1993-Q1",1532.463,
"AUT","LF","WOMEN","THND_PER","Q","1993-Q2",1563.654,
"AUT","LF","WOMEN","THND_PER","Q","1993-Q3",1575.618,
"AUT","LF","WOMEN","THND_PER","Q","1993-Q4",1588.538,
"AUT","LF","WOMEN","THND_PER","Q","1994-Q1",1641.09,
"AUT","LF","WOMEN","THND_PER","Q","1994-Q2",1650.31,
"AUT","LF","WOMEN","THND_PER","Q","1994-Q3",1662.237,
"AUT","LF","WOMEN","THND_PER","Q","1994-Q4",1635.565,
"AUT","LF","WOMEN","THND_PER","Q","1995-Q1",1680.277,
"AUT","LF","WOMEN","THND_PER","Q","1995-Q2",1671.326,
"AUT","LF","WOMEN","THND_PER","Q","1995-Q3",1661.991,
"AUT","LF","WOMEN","THND_PER","Q","1995-Q4",1655.43,
"AUT","LF","WOMEN","THND_PER","Q","1996-Q1",1661.461,
"AUT","LF","WOMEN","THND_PER","Q","1996-Q2",1647.271,
"AUT","LF","WOMEN","THND_PER","Q","1996-Q3",1649.274,
"AUT","LF","WOMEN","THND_PER","Q","1996-Q4",1653.898,
"AUT","LF","WOMEN","THND_PER","Q","1997-Q1",1662.61,
"AUT","LF","WOMEN","THND_PER","Q","1997-Q2",1662.59,
"AUT","LF","WOMEN","THND_PER","Q","1997-Q3",1670.446,
"AUT","LF","WOMEN","THND_PER","Q","1997-Q4",1671.406,
"AUT","LF","WOMEN","THND_PER","Q","1998-Q1",1681.076,
"AUT","LF","WOMEN","THND_PER","Q","1998-Q2",1674.415,
"AUT","LF","WOMEN","THND_PER","Q","1998-Q3",1663.881,
"AUT","LF","WOMEN","THND_PER","Q","1998-Q4",1676.706,
"AUT","LF","WOMEN","THND_PER","Q","1999-Q1",1685.985,
"AUT","LF","WOMEN","THND_PER","Q","1999-Q2",1665.559,
"AUT","LF","WOMEN","THND_PER","Q","1999-Q3",1673.123,
"AUT","LF","WOMEN","THND_PER","Q","1999-Q4",1671.433,
"AUT","LF","WOMEN","THND_PER","Q","2000-Q1",1691.548,
"AUT","LF","WOMEN","THND_PER","Q","2000-Q2",1675.419,
"AUT","LF","WOMEN","THND_PER","Q","2000-Q3",1679.776,
"AUT","LF","WOMEN","THND_PER","Q","2000-Q4",1692.256,
"AUT","LF","WOMEN","THND_PER","Q","2001-Q1",1697.489,
"AUT","LF","WOMEN","THND_PER","Q","2001-Q2",1717.181,
"AUT","LF","WOMEN","THND_PER","Q","2001-Q3",1702.708,
"AUT","LF","WOMEN","THND_PER","Q","2001-Q4",1730.222,
"AUT","LF","WOMEN","THND_PER","Q","2002-Q1",1731.492,
"AUT","LF","WOMEN","THND_PER","Q","2002-Q2",1731.589,
"AUT","LF","WOMEN","THND_PER","Q","2002-Q3",1734.439,
"AUT","LF","WOMEN","THND_PER","Q","2002-Q4",1746.181,
"AUT","LF","WOMEN","THND_PER","Q","2003-Q1",1756.701,
"AUT","LF","WOMEN","THND_PER","Q","2003-Q2",1785.038,
"AUT","LF","WOMEN","THND_PER","Q","2003-Q3",1778.815,
"AUT","LF","WOMEN","THND_PER","Q","2003-Q4",1777.146,
"AUT","LF","WOMEN","THND_PER","Q","2004-Q1",1739.655,
"AUT","LF","WOMEN","THND_PER","Q","2004-Q2",1754.358,
"AUT","LF","WOMEN","THND_PER","Q","2004-Q3",1769.938,
"AUT","LF","WOMEN","THND_PER","Q","2004-Q4",1779.55,
"AUT","LF","WOMEN","THND_PER","Q","2005-Q1",1784.018,
"AUT","LF","WOMEN","THND_PER","Q","2005-Q2",1800.159,
"AUT","LF","WOMEN","THND_PER","Q","2005-Q3",1823.161,
"AUT","LF","WOMEN","THND_PER","Q","2005-Q4",1821.562,
"AUT","LF","WOMEN","THND_PER","Q","2006-Q1",1825.779,
"AUT","LF","WOMEN","THND_PER","Q","2006-Q2",1841.861,
"AUT","LF","WOMEN","THND_PER","Q","2006-Q3",1853.831,
"AUT","LF","WOMEN","THND_PER","Q","2006-Q4",1855.729,
"AUT","LF","WOMEN","THND_PER","Q","2007-Q1",1864.721,
"AUT","LF","WOMEN","THND_PER","Q","2007-Q2",1878.377,
"AUT","LF","WOMEN","THND_PER","Q","2007-Q3",1902.303,
"AUT","LF","WOMEN","THND_PER","Q","2007-Q4",1896.598,
"AUT","LF","WOMEN","THND_PER","Q","2008-Q1",1901.198,
"AUT","LF","WOMEN","THND_PER","Q","2008-Q2",1907.222,
"AUT","LF","WOMEN","THND_PER","Q","2008-Q3",1917.054,
"AUT","LF","WOMEN","THND_PER","Q","2008-Q4",1934.626,
"AUT","LF","WOMEN","THND_PER","Q","2009-Q1",1935.473,
"AUT","LF","WOMEN","THND_PER","Q","2009-Q2",1948.373,
"AUT","LF","WOMEN","THND_PER","Q","2009-Q3",1957.034,
"AUT","LF","WOMEN","THND_PER","Q","2009-Q4",1950.42,
"AUT","LF","WOMEN","THND_PER","Q","2010-Q1",1950.23,
"AUT","LF","WOMEN","THND_PER","Q","2010-Q2",1954.472,
"AUT","LF","WOMEN","THND_PER","Q","2010-Q3",1963.031,
"AUT","LF","WOMEN","THND_PER","Q","2010-Q4",1969.967,
"AUT","LF","WOMEN","THND_PER","Q","2011-Q1",1977.929,
"AUT","LF","WOMEN","THND_PER","Q","2011-Q2",1972.503,
"AUT","LF","WOMEN","THND_PER","Q","2011-Q3",1980.47,
"AUT","LF","WOMEN","THND_PER","Q","2011-Q4",1992.798,
"AUT","LF","WOMEN","THND_PER","Q","2012-Q1",2002.388,
"AUT","LF","WOMEN","THND_PER","Q","2012-Q2",2006.041,
"AUT","LF","WOMEN","THND_PER","Q","2012-Q3",2013.989,
"AUT","LF","WOMEN","THND_PER","Q","2012-Q4",2015.082,
"AUT","LF","WOMEN","THND_PER","Q","2013-Q1",2020.723,
"AUT","LF","WOMEN","THND_PER","Q","2013-Q2",2028.913,
"AUT","LF","WOMEN","THND_PER","Q","2013-Q3",2043.064,
"AUT","LF","WOMEN","THND_PER","Q","2013-Q4",2035.8,
"AUT","LF","WOMEN","THND_PER","Q","2014-Q1",2049.333,
"AUT","LF","WOMEN","THND_PER","Q","2014-Q2",2053.124,
"AUT","LF","WOMEN","THND_PER","Q","2014-Q3",2037.192,
"AUT","LF","WOMEN","THND_PER","Q","2014-Q4",2051.052,
"AUT","LF","WOMEN","THND_PER","Q","2015-Q1",2043.631,
"AUT","LF","WOMEN","THND_PER","Q","2015-Q2",2058.938,
"AUT","LF","WOMEN","THND_PER","Q","2015-Q3",2068.765,
"AUT","LF","WOMEN","THND_PER","Q","2015-Q4",2083.566,
"AUT","LF","WOMEN","THND_PER","Q","2016-Q1",2092.299,
"AUT","LF","WOMEN","THND_PER","Q","2016-Q2",2100.162,
"AUT","LF","WOMEN","THND_PER","Q","2016-Q3",2110.672,
"AUT","LF","WOMEN","THND_PER","Q","2016-Q4",2106.468,
"AUT","LF","WOMEN","THND_PER","Q","2017-Q1",2106.82,
"AUT","LF","WOMEN","THND_PER","Q","2017-Q2",2113.582,
"AUT","LF","WOMEN","THND_PER","Q","2017-Q3",2107.385,
"AUT","LF","WOMEN","THND_PER","Q","2017-Q4",2121.814,
"AUT","LF","WOMEN","THND_PER","Q","2018-Q1",2117.862,
"AUT","LF","WOMEN","THND_PER","Q","2018-Q2",2112.195,
"AUT","LF","WOMEN","THND_PER","Q","2018-Q3",2129.694,
"AUT","LF","WOMEN","THND_PER","Q","2018-Q4",2129.048,
"AUT","LF","WOMEN","THND_PER","Q","2019-Q1",2140.872,
"AUT","LF","WOMEN","THND_PER","Q","2019-Q2",2129.237,
"AUT","LF","WOMEN","THND_PER","Q","2019-Q3",2130.36,
"AUT","LF","WOMEN","THND_PER","Q","2019-Q4",2137.831,
"AUT","LF","WOMEN","THND_PER","Q","2020-Q1",2126.28,
"AUT","LF","WOMEN","THND_PER","Q","2020-Q2",2101.833,
"AUT","LF","WOMEN","THND_PER","Q","2020-Q3",2147.103,
"AUT","LF","WOMEN","THND_PER","Q","2020-Q4",2147.784,"B"
"AUT","LF","WOMEN","THND_PER","Q","2021-Q1",2137.566,
"AUT","LF","WOMEN","THND_PER","Q","2021-Q2",2131.499,
"POL","LF","MEN","THND_PER","A","1992",9491,
"POL","LF","MEN","THND_PER","A","1993",9350,
"POL","LF","MEN","THND_PER","A","1994",9216,
"POL","LF","MEN","THND_PER","A","1995",9214,
"POL","LF","MEN","THND_PER","A","1996",9228.9,
"POL","LF","MEN","THND_PER","A","1997",9286.1,
"POL","LF","MEN","THND_PER","A","1998",9313.4,
"POL","LF","MEN","THND_PER","A","1999",9279,"B"
"POL","LF","MEN","THND_PER","A","2000",9350.675,"B"
"POL","LF","MEN","THND_PER","A","2001",9378.6,
"POL","LF","MEN","THND_PER","A","2002",9307.575,"B"
"POL","LF","MEN","THND_PER","A","2003",9169.8,"B"
"POL","LF","MEN","THND_PER","A","2004",9244.825,"B"
"POL","LF","MEN","THND_PER","A","2005",9361.95,
"POL","LF","MEN","THND_PER","A","2006",9282.625,
"POL","LF","MEN","THND_PER","A","2007",9233.3,
"POL","LF","MEN","THND_PER","A","2008",9316.275,
"POL","LF","MEN","THND_PER","A","2009",9455.175,"B"
"POL","LF","MEN","THND_PER","A","2010",9446.375,
"POL","LF","MEN","THND_PER","A","2011",9504.225,
"POL","LF","MEN","THND_PER","A","2012",9550.575,
"POL","LF","MEN","THND_PER","A","2013",9567.925,
"POL","LF","MEN","THND_PER","A","2014",9592.9,
"POL","LF","MEN","THND_PER","A","2015",9567.825,
"POL","LF","MEN","THND_PER","A","2016",9513.5,
"POL","LF","MEN","THND_PER","A","2017",9529.375,
"POL","LF","MEN","THND_PER","A","2018",9439.95,
"POL","LF","MEN","THND_PER","A","2019",9397.9,
"POL","LF","MEN","THND_PER","A","2020",9399.65,"B"
"G-7","LF","TOT","THND_PER","A","1956",205058.7,
"G-7","LF","TOT","THND_PER","A","1957",207019.4,
"G-7","LF","TOT","THND_PER","A","1958",208091.3,
"G-7","LF","TOT","THND_PER","A","1959",209545.3,
"G-7","LF","TOT","THND_PER","A","1960",211967.3,
"G-7","LF","TOT","THND_PER","A","1961",213934.6,
"G-7","LF","TOT","THND_PER","A","1962",215025,
"G-7","LF","TOT","THND_PER","A","1963",216888.3,
"G-7","LF","TOT","THND_PER","A","1964",219335.3,
"G-7","LF","TOT","THND_PER","A","1965",221933.9,
"G-7","LF","TOT","THND_PER","A","1966",224616.6,
"G-7","LF","TOT","THND_PER","A","1967",226969.6,
"G-7","LF","TOT","THND_PER","A","1968",229253.8,
"G-7","LF","TOT","THND_PER","A","1969",232174,
"G-7","LF","TOT","THND_PER","A","1970",235574.8,
"G-7","LF","TOT","THND_PER","A","1971",237978.5,"B"
"G-7","LF","TOT","THND_PER","A","1972",241272.2,
"G-7","LF","TOT","THND_PER","A","1973",246130.8,
"G-7","LF","TOT","THND_PER","A","1974",249277.6,"B"
"G-7","LF","TOT","THND_PER","A","1975",251742.8,"B"
"G-7","LF","TOT","THND_PER","A","1976",255763.5,
"G-7","LF","TOT","THND_PER","A","1977",260297.1,
"G-7","LF","TOT","THND_PER","A","1978",265195.4,
"G-7","LF","TOT","THND_PER","A","1979",269966.3,
"G-7","LF","TOT","THND_PER","A","1980",274441.3,"B"
"G-7","LF","TOT","THND_PER","A","1981",277609.1,"B"
"G-7","LF","TOT","THND_PER","A","1982",280353,
"G-7","LF","TOT","THND_PER","A","1983",283383.8,
"G-7","LF","TOT","THND_PER","A","1984",286800.6,
"G-7","LF","TOT","THND_PER","A","1985",289984,
"G-7","LF","TOT","THND_PER","A","1986",293980.8,
"G-7","LF","TOT","THND_PER","A","1987",297912.5,
"G-7","LF","TOT","THND_PER","A","1988",301802.3,
"G-7","LF","TOT","THND_PER","A","1989",306334.6,
"G-7","LF","TOT","THND_PER","A","1990",312402.8,"B"
"G-7","LF","TOT","THND_PER","A","1991",322845.3,"B"
"G-7","LF","TOT","THND_PER","A","1992",324830.7,"B"
"G-7","LF","TOT","THND_PER","A","1993",325031.3,
"G-7","LF","TOT","THND_PER","A","1994",327288.2,
"G-7","LF","TOT","THND_PER","A","1995",328774.3,
"G-7","LF","TOT","THND_PER","A","1996",331630,
"G-7","LF","TOT","THND_PER","A","1997",335636.1,"B"
"G-7","LF","TOT","THND_PER","A","1998",338387.4,"B"
"G-7","LF","TOT","THND_PER","A","1999",340576.6,"B"
"G-7","LF","TOT","THND_PER","A","2000",345016.1,
"G-7","LF","TOT","THND_PER","A","2001",347049.4,
"G-7","LF","TOT","THND_PER","A","2002",348794.4,
"G-7","LF","TOT","THND_PER","A","2003",350678.7,"B"
"G-7","LF","TOT","THND_PER","A","2004",352366.9,"B"
"G-7","LF","TOT","THND_PER","A","2005",355953.3,
"G-7","LF","TOT","THND_PER","A","2006",359658.1,
"G-7","LF","TOT","THND_PER","A","2007",362472.3,
